capitulo,titulo_corto,tipo_archivo,tamano,tamano_bytes_aprox,fecha_publicacion,url_descarga,url_pagina
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.2.-subsidio-por-enfermedad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20858/1/iii.2.-subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.1.-asignaciones-familiares.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20857/1/iii.1.-asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar ii.-recaudacion.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20856/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar i.-ingresos-y-egresos-globales.-julio-2023.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20855/3/i.-ingresos-y-egresos-globales.-julio-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20781/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20780/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.4---subsidios-por-maternidad-paternidad-y-cuidados-del-recien-nacido.-junio-2023.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20779/1/iii.4---subsidios-por-maternidad-paternidad-y-cuidados-del-recien-nacido.-junio-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.3---subsidio-por-desempleo.-junio-2023.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20778/1/iii.3---subsidio-por-desempleo.-junio-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20777/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.1---asignaciones-familiares.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20776/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar ii.-recaudacion.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20775/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar i.-ingresos-y-egresos-globales.-junio-2023.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20774/3/i.-ingresos-y-egresos-globales.-junio-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar v_regimen-de-ahorro-individual.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20689/1/v_regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iv_prestaciones-de-pasividad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20688/1/iv_prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii_4_subsidios-por-maternidad-paternidad-y-crn.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20687/1/iii_4_subsidios-por-maternidad-paternidad-y-crn.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii_3_subsidio-por-desempleo.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20686/1/iii_3_subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii_2_subsidio-por-enfermedad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20685/1/iii_2_subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii_1_asignaciones-familiares.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20684/1/iii_1_asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar ii_recaudacion.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20683/1/ii_recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar i.-ingresos-y-egresos-globales.-mayo-2023.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20682/3/i.-ingresos-y-egresos-globales.-mayo-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20643/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20642/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20641/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.3---subsidio-por-desempleo.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20640/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20639/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.1---asignaciones-familiares.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20638/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar ii.-recaudacion.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20637/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar i.-ingresos-y-egresos-globales.-abril-2023.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20636/3/i.-ingresos-y-egresos-globales.-abril-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20444/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20443/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20442/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.3---subsidio-por-desempleo.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20441/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20440/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.1---asignaciones-familiares.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20439/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar ii.-recaudacion.-marzo-2023.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20438/1/ii.-recaudacion.-marzo-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar i.-ingresos-y-egresos-globales.-marzo-2023.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20437/3/i.-ingresos-y-egresos-globales.-marzo-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20417/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20416/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20415/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.3---subsidio-por-desempleo.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20414/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20413/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.1---asignaciones-familiares.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20412/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar ii.-recaudacion.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20411/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar i.-ingresos-y-egresos-globales.-febrero-2023.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20410/3/i.-ingresos-y-egresos-globales.-febrero-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar v.-regimen-de-ahorro-individual.-enero-2023.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20276/1/v.-regimen-de-ahorro-individual.-enero-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar ii.-recaudacion.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20275/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.1---asignaciones-familiares.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20274/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20273/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.3---subsidio-por-desempleo.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20272/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20271/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20270/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar i.-ingresos-y-egresos-globales.-enero-2023.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20269/2/i.-ingresos-y-egresos-globales.-enero-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20230/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20229/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20228/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.3---subsidio-por-desempleo.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20227/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20226/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.1---asignaciones-familiares.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20225/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar ii.-recaudacion.-diciembre-2022.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20224/2/ii.-recaudacion.-diciembre-2022.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar i.-ingresos-y-egresos-globales.-diciembre-2022.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20223/2/i.-ingresos-y-egresos-globales.-diciembre-2022.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20167/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20166/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20163/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.3---subsidio-por-desempleo.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20162/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20161/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar iii.1---asignaciones-familiares.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20160/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar ii.-recaudacion.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20159/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V. Régimen de Ahorro Individual (.pdf 952.48 KB) Última modificación: 07/10/2025 Descargar IV. Prestaciones de Pasividad (.,,xls,Descargar i.-ingresos-y-egresos-globales.-noviembre-2022.xls,,07/10/2025,https://www.bps.gub.uy/bps/file/20158/2/i.-ingresos-y-egresos-globales.-noviembre-2022.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
